home_id,day,hour,slot_in_day,is_weekend,occupancy,occupancy_name,outdoor_temp_c,indoor_temp_c,humidity_pct,price_inr_kwh,price_period,total_power_kw,slot_cost_inr,power_hvac_kw,power_washer_kw,power_dryer_kw,power_dishwasher_kw,power_ev_charger_kw,power_lighting_kw,power_water_heater_kw,timestamp
18,0,0,0,0,2,Sleeping,23.49,23.97,66.29,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:00:00
18,0,0,1,0,2,Sleeping,23.95,23.97,66.66,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:15:00
18,0,0,2,0,2,Sleeping,21.5,23.85,58.65,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:30:00
18,0,0,3,0,2,Sleeping,23.67,23.84,64.11,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:45:00
18,0,1,4,0,2,Sleeping,23.55,23.83,66.65,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:00:00
18,0,1,5,0,2,Sleeping,21.12,23.69,67.13,2.0,off_peak,11.5,5.75,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 01:15:00
18,0,1,6,0,2,Sleeping,21.01,23.56,64.44,2.0,off_peak,11.5,5.75,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 01:30:00
18,0,1,7,0,2,Sleeping,23.55,23.56,57.72,2.0,off_peak,11.5,5.75,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 01:45:00
18,0,2,8,0,2,Sleeping,21.47,23.45,60.42,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:00:00
18,0,2,9,0,2,Sleeping,24.0,23.48,63.27,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:15:00
18,0,2,10,0,2,Sleeping,20.86,23.35,64.93,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:30:00
18,0,2,11,0,2,Sleeping,23.77,23.37,62.11,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:45:00
18,0,3,12,0,2,Sleeping,22.22,23.31,66.98,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:00:00
18,0,3,13,0,2,Sleeping,22.52,23.27,60.88,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:15:00
18,0,3,14,0,0,Home,22.19,23.22,66.47,2.0,off_peak,10.5,5.25,3.5,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:30:00
18,0,3,15,0,2,Sleeping,22.1,23.16,61.53,2.0,off_peak,10.5,5.25,3.5,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:45:00
18,0,4,16,0,2,Sleeping,21.38,23.07,67.87,2.0,off_peak,3.5,1.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 04:00:00
18,0,4,17,0,2,Sleeping,23.85,23.11,66.21,2.0,off_peak,10.5,5.25,3.5,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:15:00
18,0,4,18,0,2,Sleeping,24.07,23.16,61.5,2.0,off_peak,15.0,7.5,3.5,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 04:30:00
18,0,4,19,0,2,Sleeping,23.28,23.17,67.73,2.0,off_peak,15.0,7.5,3.5,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 04:45:00
18,0,5,20,0,2,Sleeping,24.46,23.23,64.5,2.0,off_peak,15.0,7.5,3.5,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 05:00:00
18,0,5,21,0,2,Sleeping,24.3,23.28,60.79,2.0,off_peak,11.5,5.75,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 05:15:00
18,0,5,22,0,2,Sleeping,24.12,23.33,63.08,2.0,off_peak,11.5,5.75,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 05:30:00
18,0,5,23,0,2,Sleeping,25.82,23.45,58.1,2.0,off_peak,7.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:45:00
18,0,6,24,0,0,Home,26.79,23.62,55.94,5.0,shoulder,10.5,13.125,3.5,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:00:00
18,0,6,25,0,0,Home,25.79,23.73,60.22,5.0,shoulder,15.3,19.125,3.5,0.0,0.0,0.0,7.0,0.3,4.5,2025-01-01 06:15:00
18,0,6,26,0,0,Home,25.88,23.83,59.86,5.0,shoulder,15.3,19.125,3.5,0.0,0.0,0.0,7.0,0.3,4.5,2025-01-01 06:30:00
18,0,6,27,0,0,Home,28.08,24.05,64.0,5.0,shoulder,15.3,19.125,3.5,0.0,0.0,0.0,7.0,0.3,4.5,2025-01-01 06:45:00
18,0,7,28,0,2,Sleeping,28.42,24.27,62.86,5.0,shoulder,8.3,10.375,3.5,0.0,0.0,0.0,0.0,0.3,4.5,2025-01-01 07:00:00
18,0,7,29,0,0,Home,29.42,24.52,63.92,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 07:15:00
18,0,7,30,0,0,Home,28.68,24.73,59.49,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 07:30:00
18,0,7,31,0,0,Home,27.37,24.86,59.04,5.0,shoulder,3.8,4.75,3.5,0.0,0.0,0.0,0.0,0.3,0.0,2025-01-01 07:45:00
18,0,8,32,0,0,Home,29.72,25.11,61.44,5.0,shoulder,3.8,4.75,3.5,0.0,0.0,0.0,0.0,0.3,0.0,2025-01-01 08:00:00
18,0,8,33,0,0,Home,29.44,25.32,57.54,5.0,shoulder,3.8,4.75,3.5,0.0,0.0,0.0,0.0,0.3,0.0,2025-01-01 08:15:00
18,0,8,34,0,0,Home,28.58,25.49,60.11,5.0,shoulder,0.3,0.375,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2025-01-01 08:30:00
18,0,8,35,0,0,Home,30.8,25.75,58.86,5.0,shoulder,0.8,1.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,2025-01-01 08:45:00
18,0,9,36,0,0,Home,31.36,26.03,59.59,5.0,shoulder,8.8,11.0,3.5,0.5,0.0,0.0,0.0,0.3,4.5,2025-01-01 09:00:00
18,0,9,37,0,0,Home,33.55,25.91,59.43,5.0,shoulder,8.8,11.0,3.5,0.5,0.0,0.0,0.0,0.3,4.5,2025-01-01 09:15:00
18,0,9,38,0,0,Home,31.44,25.68,58.67,5.0,shoulder,8.8,11.0,3.5,0.5,0.0,0.0,0.0,0.3,4.5,2025-01-01 09:30:00
18,0,9,39,0,1,Away,31.48,25.97,62.31,5.0,shoulder,8.3,10.375,3.5,0.0,0.0,0.0,0.0,0.3,4.5,2025-01-01 09:45:00
18,0,10,40,0,1,Away,33.34,25.84,53.96,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 10:00:00
18,0,10,41,0,1,Away,35.61,26.33,55.59,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 10:15:00
18,0,10,42,0,0,Home,35.08,26.27,55.3,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 10:30:00
18,0,10,43,0,1,Away,34.27,26.17,60.74,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 10:45:00
18,0,11,44,0,1,Away,36.37,26.18,58.8,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:00:00
18,0,11,45,0,1,Away,35.02,26.12,58.81,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:15:00
18,0,11,46,0,0,Home,34.87,26.06,54.5,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:30:00
18,0,11,47,0,0,Home,35.79,26.04,56.09,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:45:00
18,0,12,48,0,1,Away,36.43,26.06,55.94,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 12:00:00
18,0,12,49,0,1,Away,34.84,26.0,55.98,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 12:15:00
18,0,12,50,0,1,Away,36.89,26.05,57.78,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 12:30:00
18,0,12,51,0,1,Away,37.36,26.11,53.26,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 12:45:00
18,0,13,52,0,0,Home,36.78,26.15,54.47,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 13:00:00
18,0,13,53,0,0,Home,37.93,26.24,55.44,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 13:15:00
18,0,13,54,0,0,Home,38.18,26.33,54.34,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 13:30:00
18,0,13,55,0,0,Home,37.33,26.38,62.66,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 13:45:00
18,0,14,56,0,0,Home,37.77,26.45,52.77,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 14:00:00
18,0,14,57,0,0,Home,38.49,26.55,57.19,5.0,shoulder,10.0,12.5,3.5,0.0,2.0,0.0,0.0,0.0,4.5,2025-01-01 14:15:00
18,0,14,58,0,0,Home,38.18,26.63,56.22,5.0,shoulder,10.5,13.125,3.5,0.5,2.0,0.0,0.0,0.0,4.5,2025-01-01 14:30:00
18,0,14,59,0,1,Away,37.86,26.7,63.05,5.0,shoulder,6.0,7.5,3.5,0.5,2.0,0.0,0.0,0.0,0.0,2025-01-01 14:45:00
18,0,15,60,0,1,Away,38.89,26.81,57.56,5.0,shoulder,6.0,7.5,3.5,0.5,2.0,0.0,0.0,0.0,0.0,2025-01-01 15:00:00
18,0,15,61,0,1,Away,37.3,27.33,48.93,5.0,shoulder,2.5,3.125,0.0,0.5,2.0,0.0,0.0,0.0,0.0,2025-01-01 15:15:00
18,0,15,62,0,0,Home,37.75,27.85,51.27,5.0,shoulder,5.5,6.875,3.5,0.0,2.0,0.0,0.0,0.0,0.0,2025-01-01 15:30:00
18,0,15,63,0,0,Home,38.05,27.86,53.19,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 15:45:00
18,0,16,64,0,0,Home,36.77,27.81,54.58,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 16:00:00
18,0,16,65,0,0,Home,36.17,27.72,51.97,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 16:15:00
18,0,16,66,0,0,Home,36.25,27.65,52.72,5.0,shoulder,8.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,2025-01-01 16:30:00
18,0,16,67,0,0,Home,38.23,27.68,55.84,5.0,shoulder,10.5,13.125,3.5,0.5,2.0,0.0,0.0,0.0,4.5,2025-01-01 16:45:00
