home_id,day,hour,slot_in_day,is_weekend,occupancy,occupancy_name,outdoor_temp_c,indoor_temp_c,humidity_pct,price_inr_kwh,price_period,total_power_kw,slot_cost_inr,power_hvac_kw,power_washer_kw,power_dryer_kw,power_dishwasher_kw,power_ev_charger_kw,power_lighting_kw,power_water_heater_kw,timestamp
19,0,0,0,0,2,Sleeping,23.12,23.96,63.81,3.0,off_peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 00:00:00
19,0,0,1,0,2,Sleeping,22.57,23.89,64.58,3.0,off_peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 00:15:00
19,0,0,2,0,2,Sleeping,22.84,23.83,58.51,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:30:00
19,0,0,3,0,2,Sleeping,24.25,23.86,63.47,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:45:00
19,0,1,4,0,2,Sleeping,21.87,23.76,68.54,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:00:00
19,0,1,5,0,2,Sleeping,22.98,23.72,60.01,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:15:00
19,0,1,6,0,2,Sleeping,21.52,23.61,64.94,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:30:00
19,0,1,7,0,2,Sleeping,21.0,23.48,66.34,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:45:00
19,0,2,8,0,2,Sleeping,21.85,23.4,65.99,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:00:00
19,0,2,9,0,2,Sleeping,21.42,23.3,72.02,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:15:00
19,0,2,10,0,2,Sleeping,21.18,23.19,65.89,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:30:00
19,0,2,11,0,2,Sleeping,21.85,23.12,67.47,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:45:00
19,0,3,12,0,2,Sleeping,23.11,23.12,60.1,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:00:00
19,0,3,13,0,2,Sleeping,22.68,23.1,61.88,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:15:00
19,0,3,14,0,2,Sleeping,22.74,23.08,65.91,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 03:30:00
19,0,3,15,0,2,Sleeping,22.16,23.04,63.92,3.0,off_peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 03:45:00
19,0,4,16,0,2,Sleeping,22.44,23.01,68.56,3.0,off_peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 04:00:00
19,0,4,17,0,2,Sleeping,22.88,23.0,59.71,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:15:00
19,0,4,18,0,0,Home,23.6,23.03,63.43,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:30:00
19,0,4,19,0,2,Sleeping,24.38,23.1,67.28,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:45:00
19,0,5,20,0,2,Sleeping,22.8,23.08,66.85,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:00:00
19,0,5,21,0,2,Sleeping,23.32,23.09,67.43,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:15:00
19,0,5,22,0,2,Sleeping,22.18,23.05,65.94,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:30:00
19,0,5,23,0,2,Sleeping,23.93,23.09,60.62,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:45:00
19,0,6,24,0,0,Home,26.0,23.24,67.56,5.0,shoulder,7.0,8.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:00:00
19,0,6,25,0,1,Away,26.43,23.4,61.62,5.0,shoulder,7.0,8.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:15:00
19,0,6,26,0,0,Home,25.24,23.49,60.44,5.0,shoulder,7.0,8.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:30:00
19,0,6,27,0,1,Away,25.86,23.61,62.65,5.0,shoulder,7.0,8.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:45:00
19,0,7,28,0,1,Away,26.56,23.76,57.97,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 07:00:00
19,0,7,29,0,1,Away,27.81,23.96,61.78,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 07:15:00
19,0,7,30,0,0,Home,28.97,24.21,62.31,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 07:30:00
19,0,7,31,0,1,Away,28.29,24.41,59.3,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 07:45:00
19,0,8,32,0,1,Away,30.99,24.74,56.28,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 08:00:00
19,0,8,33,0,1,Away,30.15,25.01,66.56,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 08:15:00
19,0,8,34,0,1,Away,29.65,25.24,61.39,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 08:30:00
19,0,8,35,0,1,Away,28.0,25.38,61.9,5.0,shoulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 08:45:00
19,0,9,36,0,0,Home,31.68,25.7,52.98,5.0,shoulder,5.5,6.875,3.5,0.0,2.0,0.0,0.0,0.0,0.0,2025-01-01 09:00:00
19,0,9,37,0,2,Sleeping,32.27,25.53,57.67,5.0,shoulder,5.5,6.875,3.5,0.0,2.0,0.0,0.0,0.0,0.0,2025-01-01 09:15:00
19,0,9,38,0,0,Home,31.58,25.83,58.92,5.0,shoulder,6.0,7.5,3.5,0.5,2.0,0.0,0.0,0.0,0.0,2025-01-01 09:30:00
19,0,9,39,0,1,Away,32.68,25.67,62.98,5.0,shoulder,6.0,7.5,3.5,0.5,2.0,0.0,0.0,0.0,0.0,2025-01-01 09:45:00
19,0,10,40,0,1,Away,31.52,25.96,61.34,5.0,shoulder,4.0,5.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,2025-01-01 10:00:00
19,0,10,41,0,1,Away,33.65,25.85,57.38,5.0,shoulder,4.0,5.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,2025-01-01 10:15:00
19,0,10,42,0,1,Away,34.63,25.79,60.53,5.0,shoulder,4.0,5.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,2025-01-01 10:30:00
19,0,10,43,0,1,Away,34.76,25.74,52.73,5.0,shoulder,4.0,5.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,2025-01-01 10:45:00
19,0,11,44,0,1,Away,35.57,25.73,56.52,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:00:00
19,0,11,45,0,1,Away,34.67,25.67,61.68,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:15:00
19,0,11,46,0,1,Away,36.19,25.7,54.13,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:30:00
19,0,11,47,0,1,Away,37.17,25.77,58.23,5.0,shoulder,3.5,4.375,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 11:45:00
