home_id,day,hour,slot_in_day,is_weekend,occupancy,occupancy_name,outdoor_temp_c,indoor_temp_c,humidity_pct,price_inr_kwh,price_period,total_power_kw,slot_cost_inr,power_hvac_kw,power_washer_kw,power_dryer_kw,power_dishwasher_kw,power_ev_charger_kw,power_lighting_kw,power_water_heater_kw,timestamp
24,0,0,0,0,0,Home,24.52,24.03,66.14,3.0,off_peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01 00:00:00
24,0,0,1,0,0,Home,22.38,23.94,65.23,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:15:00
24,0,0,2,0,2,Sleeping,19.94,23.74,68.06,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:30:00
24,0,0,3,0,0,Home,24.24,23.77,64.79,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 00:45:00
24,0,1,4,0,0,Home,23.14,23.74,63.1,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:00:00
24,0,1,5,0,2,Sleeping,22.46,23.67,71.23,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:15:00
24,0,1,6,0,2,Sleeping,22.63,23.62,61.69,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:30:00
24,0,1,7,0,2,Sleeping,22.74,23.58,62.47,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 01:45:00
24,0,2,8,0,2,Sleeping,21.95,23.5,62.14,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:00:00
24,0,2,9,0,2,Sleeping,21.82,23.41,56.85,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:15:00
24,0,2,10,0,2,Sleeping,21.81,23.33,58.13,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 02:30:00
24,0,2,11,0,2,Sleeping,22.6,23.3,63.55,3.0,off_peak,11.5,8.625,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 02:45:00
24,0,3,12,0,2,Sleeping,22.85,23.27,64.41,3.0,off_peak,11.5,8.625,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 03:00:00
24,0,3,13,0,2,Sleeping,21.6,23.19,66.07,3.0,off_peak,11.5,8.625,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 03:15:00
24,0,3,14,0,2,Sleeping,23.66,23.21,62.69,3.0,off_peak,11.5,8.625,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 03:30:00
24,0,3,15,0,2,Sleeping,22.96,23.2,62.39,3.0,off_peak,11.5,8.625,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 03:45:00
24,0,4,16,0,2,Sleeping,20.62,23.07,68.49,3.0,off_peak,11.5,8.625,0.0,0.0,0.0,0.0,7.0,0.0,4.5,2025-01-01 04:00:00
24,0,4,17,0,2,Sleeping,23.27,23.08,61.29,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:15:00
24,0,4,18,0,2,Sleeping,22.55,23.05,62.82,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:30:00
24,0,4,19,0,2,Sleeping,23.34,23.07,67.03,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 04:45:00
24,0,5,20,0,2,Sleeping,23.5,23.09,60.03,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:00:00
24,0,5,21,0,2,Sleeping,24.28,23.15,61.0,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:15:00
24,0,5,22,0,2,Sleeping,22.71,23.13,67.24,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:30:00
24,0,5,23,0,2,Sleeping,23.35,23.14,65.71,3.0,off_peak,7.0,5.25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 05:45:00
24,0,6,24,0,0,Home,25.55,23.26,65.21,5.0,shoulder,7.0,8.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:00:00
24,0,6,25,0,1,Away,25.11,23.35,66.32,5.0,shoulder,7.0,8.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2025-01-01 06:15:00
24,0,6,26,0,0,Home,26.12,23.49,56.94,5.0,shoulder,11.8,14.75,0.0,0.0,0.0,0.0,7.0,0.3,4.5,2025-01-01 06:30:00
24,0,6,27,0,0,Home,27.96,23.71,66.26,5.0,shoulder,11.8,14.75,0.0,0.0,0.0,0.0,7.0,0.3,4.5,2025-01-01 06:45:00
24,0,7,28,0,0,Home,29.1,23.98,58.92,5.0,shoulder,13.6,17.0,0.0,0.0,0.0,1.8,7.0,0.3,4.5,2025-01-01 07:00:00
